학생ID,이름,학기,국어_중간고사,국어_기말고사,수학_중간고사,수학_기말고사,영어_중간고사,영어_기말고사,과학_중간고사,과학_기말고사
479,김지우,1,97,67,75,76,81,74,85,67
479,김지우,2,86,98,95,91,96,65,63,85
479,김지우,3,92,92,65,80,77,97,82,76
479,김지우,4,79,98,77,98,71,74,82,85
479,김지우,5,86,65,72,83,69,95,74,97
479,김지우,6,72,79,83,92,60,97,70,93
480,정수아,1,65,69,99,86,98,64,100,96
480,정수아,2,65,68,65,61,100,72,73,93
480,정수아,3,75,63,89,98,83,62,79,60
480,정수아,4,100,77,70,60,83,99,96,65
480,정수아,5,87,62,89,93,97,75,92,75
480,정수아,6,67,90,65,70,86,95,81,66
481,김지우,1,67,81,87,86,87,62,64,89
481,김지우,2,100,67,84,62,71,62,68,72
481,김지우,3,74,80,72,98,80,97,85,61
481,김지우,4,99,76,68,74,80,72,84,71
481,김지우,5,95,75,87,73,83,89,78,81
481,김지우,6,86,68,77,75,72,60,86,62
482,임도윤,1,74,75,92,67,96,78,61,100
482,임도윤,2,85,86,96,99,92,84,71,100
482,임도윤,3,69,63,74,85,69,79,70,91
482,임도윤,4,82,94,91,77,63,83,76,87
482,임도윤,5,68,96,74,78,80,97,87,90
482,임도윤,6,88,89,97,73,61,90,97,62
483,김수아,1,73,93,62,76,85,69,93,80
483,김수아,2,81,68,76,93,61,87,85,60
483,김수아,3,62,82,61,60,91,84,71,63
483,김수아,4,69,75,89,80,74,99,65,79
483,김수아,5,66,78,85,82,79,91,98,95
483,김수아,6,69,96,93,67,65,86,64,62
484,정지우,1,89,60,80,74,86,94,99,86
484,정지우,2,78,92,62,68,63,89,94,85
484,정지우,3,63,87,85,60,88,62,86,92
484,정지우,4,77,70,64,99,91,91,66,75
484,정지우,5,100,95,68,92,70,91,84,98
484,정지우,6,98,82,88,70,100,78,82,83
485,김서준,1,80,83,98,76,90,90,100,68
485,김서준,2,67,66,93,94,98,67,68,90
485,김서준,3,61,62,71,74,99,94,90,69
485,김서준,4,79,81,68,94,93,78,70,89
485,김서준,5,81,90,71,96,87,87,97,99
485,김서준,6,94,94,77,90,85,86,71,89
486,윤지우,1,74,88,75,65,71,100,94,80
486,윤지우,2,79,97,61,63,75,69,94,94
486,윤지우,3,94,68,87,82,75,67,80,81
486,윤지우,4,89,61,78,66,97,75,68,81
486,윤지우,5,89,74,85,83,66,90,71,87
486,윤지우,6,62,61,64,81,76,66,84,70
487,장서준,1,65,65,75,68,71,95,85,63
487,장서준,2,90,67,81,81,85,85,74,85
487,장서준,3,66,90,87,60,96,66,90,87
487,장서준,4,61,85,90,76,62,65,89,84
487,장서준,5,100,98,85,63,95,66,77,77
487,장서준,6,85,81,63,68,74,67,79,64
488,윤예준,1,82,70,82,95,78,85,84,83
488,윤예준,2,78,74,85,61,84,81,97,84
488,윤예준,3,64,100,90,100,88,75,78,60
488,윤예준,4,77,60,85,60,98,79,64,83
488,윤예준,5,74,82,83,88,69,91,78,78
488,윤예준,6,80,88,61,68,66,74,64,60
489,장수아,1,61,64,93,92,99,90,79,63
489,장수아,2,86,87,96,88,61,94,77,72
489,장수아,3,95,97,87,85,65,72,91,69
489,장수아,4,93,79,93,88,73,83,79,68
489,장수아,5,78,64,78,75,81,87,60,88
489,장수아,6,67,92,62,69,79,100,69,87
490,박수아,1,69,76,87,93,91,68,63,84
490,박수아,2,99,68,98,63,64,91,70,82
490,박수아,3,74,91,61,84,75,83,81,92
490,박수아,4,98,99,90,98,90,91,96,63
490,박수아,5,96,72,66,79,62,86,66,69
490,박수아,6,94,82,73,64,64,79,73,66
491,박지우,1,66,100,79,97,61,94,77,96
491,박지우,2,90,62,82,62,89,98,80,91
491,박지우,3,64,62,86,95,77,86,83,63
491,박지우,4,93,72,93,81,74,96,84,72
491,박지우,5,94,64,87,93,62,68,97,89
491,박지우,6,76,94,99,64,85,73,88,93
492,강서준,1,92,72,84,92,64,82,62,65
492,강서준,2,97,96,81,69,73,98,99,95
492,강서준,3,63,69,74,99,88,67,94,72
492,강서준,4,67,70,94,62,88,89,98,87
492,강서준,5,81,67,94,79,72,80,76,80
492,강서준,6,100,79,61,94,63,76,68,63
493,장민준,1,84,98,81,67,72,74,74,77
493,장민준,2,91,87,79,93,74,62,96,83
493,장민준,3,90,75,100,91,96,77,81,60
493,장민준,4,90,62,96,75,62,62,91,84
493,장민준,5,69,100,90,74,71,77,90,81
493,장민준,6,89,84,99,83,67,61,65,88
494,강도윤,1,63,74,90,83,73,90,71,86
494,강도윤,2,84,65,82,71,85,99,83,81
494,강도윤,3,83,99,94,85,88,86,71,76
494,강도윤,4,84,98,90,70,97,84,64,81
494,강도윤,5,87,89,77,81,87,92,79,77
494,강도윤,6,66,68,75,66,71,88,71,68
495,윤서준,1,96,63,70,77,76,65,84,96
495,윤서준,2,95,66,65,86,69,77,77,83
495,윤서준,3,79,67,66,85,61,92,69,84
495,윤서준,4,95,88,74,87,72,85,97,70
495,윤서준,5,71,97,94,82,90,61,62,86
495,윤서준,6,84,85,100,76,91,88,64,79
496,장은서,1,71,78,90,72,78,73,93,94
496,장은서,2,69,73,97,63,86,84,70,97
496,장은서,3,93,84,95,73,72,84,76,66
496,장은서,4,61,82,77,80,73,87,82,74
496,장은서,5,84,61,75,63,73,68,98,61
496,장은서,6,92,100,74,73,82,77,67,94
497,김지민,1,73,62,69,85,84,64,100,97
497,김지민,2,63,79,86,72,75,86,66,73
497,김지민,3,84,92,88,91,70,91,97,70
497,김지민,4,97,67,72,82,60,70,67,61
497,김지민,5,87,63,87,81,77,94,98,71
497,김지민,6,100,84,100,79,82,66,63,74
498,최지우,1,99,85,96,98,71,83,90,73
498,최지우,2,74,88,72,68,66,71,63,80
498,최지우,3,63,86,87,79,98,92,62,74
498,최지우,4,83,81,96,96,70,94,64,85
498,최지우,5,98,90,72,92,71,95,88,89
498,최지우,6,76,78,77,88,93,71,76,77
499,정은서,1,77,68,99,84,61,83,71,91
499,정은서,2,93,96,75,83,73,80,63,62
499,정은서,3,64,81,85,97,89,60,63,96
499,정은서,4,98,79,84,70,82,98,61,99
499,정은서,5,99,91,62,82,63,62,87,98
499,정은서,6,87,60,62,79,100,62,95,79
500,최지우,1,62,78,77,64,65,99,92,89
500,최지우,2,72,78,83,79,84,72,95,80
500,최지우,3,64,63,69,75,64,60,87,64
500,최지우,4,88,79,73,84,74,67,79,85
500,최지우,5,74,64,75,78,80,73,86,73
500,최지우,6,83,86,75,75,93,70,62,73
